"Name","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","dtype","framework","num_models","mode","ConvNet with Global Pooling Benchmark Time.combined.max","ConvNet with Global Pooling Benchmark Time.combined.mean","ConvNet with Global Pooling Benchmark Time.combined.median","ConvNet with Global Pooling Benchmark Time.combined.min","ConvNet with Global Pooling Benchmark Time.combined.std","ConvNet with Global Pooling Benchmark Time.fprop.max","ConvNet with Global Pooling Benchmark Time.fprop.mean","ConvNet with Global Pooling Benchmark Time.fprop.median","ConvNet with Global Pooling Benchmark Time.fprop.min","ConvNet with Global Pooling Benchmark Time.fprop.std","4-layer MLP Benchmark Time.bprop.max","4-layer MLP Benchmark Time.bprop.mean","4-layer MLP Benchmark Time.bprop.median","4-layer MLP Benchmark Time.bprop.min","4-layer MLP Benchmark Time.bprop.std","4-layer MLP Benchmark Time.combined.max","4-layer MLP Benchmark Time.combined.mean","4-layer MLP Benchmark Time.combined.median","4-layer MLP Benchmark Time.combined.min","4-layer MLP Benchmark Time.combined.std","4-layer MLP Benchmark Time.fprop.max","4-layer MLP Benchmark Time.fprop.mean","4-layer MLP Benchmark Time.fprop.median","4-layer MLP Benchmark Time.fprop.min","4-layer MLP Benchmark Time.fprop.std","Conv Layer Benchmark Time.combined.max","Conv Layer Benchmark Time.combined.mean","Conv Layer Benchmark Time.combined.median","Conv Layer Benchmark Time.combined.min","Conv Layer Benchmark Time.combined.std","Conv Layer Benchmark Time.fprop.max","Conv Layer Benchmark Time.fprop.mean","Conv Layer Benchmark Time.fprop.median","Conv Layer Benchmark Time.fprop.min","Conv Layer Benchmark Time.fprop.std","ConvNet with Global Pooling Benchmark Time.bprop.max","ConvNet with Global Pooling Benchmark Time.bprop.mean","ConvNet with Global Pooling Benchmark Time.bprop.median","ConvNet with Global Pooling Benchmark Time.bprop.min","ConvNet with Global Pooling Benchmark Time.bprop.std","MLP Benchmark Time.combined.max","MLP Benchmark Time.combined.mean","MLP Benchmark Time.combined.median","MLP Benchmark Time.combined.min","MLP Benchmark Time.combined.std","MLP Benchmark Time.fprop.max","MLP Benchmark Time.fprop.mean","MLP Benchmark Time.fprop.median","MLP Benchmark Time.fprop.min","MLP Benchmark Time.fprop.std","error"
"pytorch-benchmark-B10-N10-dtype<class 'jax.numpy.bfloat16'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:47:29.000Z","8","","10","jax.numpy.bfloat16","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N1-dtype<class 'jax.numpy.bfloat16'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T19:47:06.000Z","13","","1","jax.numpy.bfloat16","jax","10","","0.001953125","0.0012312626838684082","0.0012440681457519531","0.0010356903076171875","0.0001280367585912445","0.001953125","0.0012312626838684082","0.0012440681457519531","0.0010356903076171875","0.0001280367585912445","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N1-dtype<class 'jax.numpy.bfloat16'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:46:47.000Z","9","","1","jax.numpy.bfloat16","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N1-dtype<class 'jax.numpy.bfloat16'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T19:46:29.000Z","8","","1","jax.numpy.bfloat16","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B10-N1-dtype<class 'jax.numpy.bfloat16'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:46:11.000Z","8","","1","jax.numpy.bfloat16","jax","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N500-dtype<class 'jax.numpy.bfloat16'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T19:45:41.000Z","19","","500","jax.numpy.bfloat16","jax","1","","0.0034151077270507812","0.0016937112808227538","0.00116729736328125","0.0009377002716064452","0.0007106851142711513","0.0034151077270507812","0.0016937112808227538","0.00116729736328125","0.0009377002716064452","0.0007106851142711513","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N500-dtype<class 'jax.numpy.bfloat16'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:45:22.000Z","8","","500","jax.numpy.bfloat16","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N500-dtype<class 'jax.numpy.bfloat16'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T19:45:05.000Z","7","","500","jax.numpy.bfloat16","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N500-dtype<class 'jax.numpy.bfloat16'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:44:46.000Z","8","","500","jax.numpy.bfloat16","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N100-dtype<class 'jax.numpy.bfloat16'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T19:44:21.000Z","14","","100","jax.numpy.bfloat16","jax","1","","0.0016889572143554688","0.0011821508407592774","0.0011670589447021484","0.0011420249938964844","0.00006797141417826086","0.0016889572143554688","0.0011821508407592774","0.0011670589447021484","0.0011420249938964844","0.00006797141417826086","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N100-dtype<class 'jax.numpy.bfloat16'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:44:02.000Z","8","","100","jax.numpy.bfloat16","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N100-dtype<class 'jax.numpy.bfloat16'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T19:43:45.000Z","7","","100","jax.numpy.bfloat16","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N100-dtype<class 'jax.numpy.bfloat16'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:43:26.000Z","8","","100","jax.numpy.bfloat16","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N50-dtype<class 'jax.numpy.bfloat16'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T19:43:01.000Z","14","","50","jax.numpy.bfloat16","jax","1","","0.001728534698486328","0.0011652779579162597","0.0011479854583740234","0.0011203289031982422","0.0000729234742148718","0.001728534698486328","0.0011652779579162597","0.0011479854583740234","0.0011203289031982422","0.0000729234742148718","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N50-dtype<class 'jax.numpy.bfloat16'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:42:42.000Z","8","","50","jax.numpy.bfloat16","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N50-dtype<class 'jax.numpy.bfloat16'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T19:42:24.000Z","7","","50","jax.numpy.bfloat16","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N50-dtype<class 'jax.numpy.bfloat16'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:42:05.000Z","8","","50","jax.numpy.bfloat16","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N10-dtype<class 'jax.numpy.bfloat16'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T19:41:41.000Z","14","","10","jax.numpy.bfloat16","jax","1","","0.0019147396087646484","0.0011567020416259769","0.0011370182037353516","0.0011093616485595703","0.00009524280224729244","0.0019147396087646484","0.0011567020416259769","0.0011370182037353516","0.0011093616485595703","0.00009524280224729244","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N10-dtype<class 'jax.numpy.bfloat16'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:41:23.000Z","7","","10","jax.numpy.bfloat16","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N10-dtype<class 'jax.numpy.bfloat16'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T19:41:04.000Z","9","","10","jax.numpy.bfloat16","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N10-dtype<class 'jax.numpy.bfloat16'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:40:47.000Z","7","","10","jax.numpy.bfloat16","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N1-dtype<class 'jax.numpy.bfloat16'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T19:40:22.000Z","14","","1","jax.numpy.bfloat16","jax","1","","0.002309560775756836","0.001166527271270752","0.0011363029479980469","0.0010962486267089844","0.00013414269528054694","0.002309560775756836","0.001166527271270752","0.0011363029479980469","0.0010962486267089844","0.00013414269528054694","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N1-dtype<class 'jax.numpy.bfloat16'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:40:04.000Z","8","","1","jax.numpy.bfloat16","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N1-dtype<class 'jax.numpy.bfloat16'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T19:39:45.000Z","8","","1","jax.numpy.bfloat16","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B1-N1-dtype<class 'jax.numpy.bfloat16'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:39:27.000Z","8","","1","jax.numpy.bfloat16","jax","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N500-dtype<class 'jax.numpy.float16'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:37:18.000Z","7","","500","jax.numpy.float16","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N500-dtype<class 'jax.numpy.float16'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T19:36:59.000Z","8","","500","jax.numpy.float16","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N500-dtype<class 'jax.numpy.float16'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:36:41.000Z","8","","500","jax.numpy.float16","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N100-dtype<class 'jax.numpy.float16'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T19:32:02.000Z","265","","100","jax.numpy.float16","jax","100","","0.3138575553894043","0.23002450942993163","0.3020596504211426","0.001796722412109375","0.12858277589987008","0.3138575553894043","0.23002450942993163","0.3020596504211426","0.001796722412109375","0.12858277589987008","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N100-dtype<class 'jax.numpy.float16'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:31:43.000Z","8","","100","jax.numpy.float16","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N100-dtype<class 'jax.numpy.float16'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T19:31:25.000Z","8","","100","jax.numpy.float16","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N100-dtype<class 'jax.numpy.float16'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:31:07.000Z","7","","100","jax.numpy.float16","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N50-dtype<class 'jax.numpy.float16'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T19:28:33.000Z","143","","50","jax.numpy.float16","jax","100","","0.1257171630859375","0.10449311256408692","0.12001800537109376","0.002787351608276367","0.03963563962196493","0.1257171630859375","0.10449311256408692","0.12001800537109376","0.002787351608276367","0.03963563962196493","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N50-dtype<class 'jax.numpy.float16'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:28:14.000Z","8","","50","jax.numpy.float16","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N50-dtype<class 'jax.numpy.float16'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T19:27:57.000Z","7","","50","jax.numpy.float16","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N50-dtype<class 'jax.numpy.float16'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:27:38.000Z","8","","50","jax.numpy.float16","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N10-dtype<class 'jax.numpy.float16'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T19:26:56.000Z","31","","10","jax.numpy.float16","jax","100","","0.018078088760375977","0.011158809661865237","0.016325950622558594","0.0013408660888671875","0.007048432244376479","0.018078088760375977","0.011158809661865237","0.016325950622558594","0.0013408660888671875","0.007048432244376479","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N10-dtype<class 'jax.numpy.float16'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:26:37.000Z","8","","10","jax.numpy.float16","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N10-dtype<class 'jax.numpy.float16'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T19:26:19.000Z","8","","10","jax.numpy.float16","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N10-dtype<class 'jax.numpy.float16'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:26:00.000Z","9","","10","jax.numpy.float16","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N1-dtype<class 'jax.numpy.float16'>-modejit-typefour_conv","finished","-","evolvingfungus","","2023-10-16T19:25:34.000Z","16","","1","jax.numpy.float16","jax","100","","0.005440711975097656","0.004019362926483154","0.005187273025512695","0.0019273757934570312","0.001477545282812157","0.005440711975097656","0.004019362926483154","0.005187273025512695","0.0019273757934570312","0.001477545282812157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N1-dtype<class 'jax.numpy.float16'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:25:16.000Z","8","","1","jax.numpy.float16","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N1-dtype<class 'jax.numpy.float16'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T19:24:58.000Z","8","","1","jax.numpy.float16","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N1-dtype<class 'jax.numpy.float16'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:24:40.000Z","8","","1","jax.numpy.float16","jax","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N500-dtype<class 'jax.numpy.float16'>-modejit-type('four_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:22:09.000Z","9","","500","jax.numpy.float16","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N500-dtypetorch.bfloat16-modescript","finished","-","evolvingfungus","","2023-10-16T19:22:09.000Z","12","","500","torch.bfloat16","pytorch","100","script","","","","","","","","","","","","","","","","","","","","","","","","","","0.00040030479431152344","0.00009973526175599544","0.0000965595245361328","0.00008034706115722656","0.0000418886193074286","0.00040030479431152344","0.00009973526175599544","0.0000965595245361328","0.00008034706115722656","0.0000418886193074286","","","","","","0.00021767616271972656","0.00003502607432892546","0.000030040740966796875","0.000028848648071289062","0.000019410232198424637","0.00021767616271972656","0.00003502607432892546","0.000030040740966796875","0.000028848648071289062","0.000019410232198424637","CUDA out of memory. Tried to allocate 18.69 GiB. GPU 0 has a total capacty of 47.51 GiB of which 5.30 GiB is free. Including non-PyTorch memory, this process has 42.20 GiB memory in use. Of the allocated memory 31.37 GiB is allocated by PyTorch, and 10.30 GiB is reserved by PyTorch but unallocated. If reserved but unallocated memory is large try setting max_split_size_mb to avoid fragmentation.  See documentation for Memory Management and PYTORCH_CUDA_ALLOC_CONF"
"pytorch-benchmark-B50-N500-dtype<class 'jax.numpy.float16'>-modejit-type('single_conv',)","finished","-","evolvingfungus","","2023-10-16T19:21:50.000Z","8","","500","jax.numpy.float16","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B50-N500-dtype<class 'jax.numpy.float16'>-modejit-type('single_mlp',)","finished","-","evolvingfungus","","2023-10-16T19:21:31.000Z","9","","500","jax.numpy.float16","jax","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"pytorch-benchmark-B100-N100-dtypetorch.bfloat16-modescript","finished","-","evolvingfungus","","2023-10-16T19:21:05.000Z","61","","100","torch.bfloat16","pytorch","100","script","0.5477492809295654","0.4298844039440155","0.4283604621887207","0.41344213485717773","0.016074001789093018","0.0046427249908447266","0.002833352191373706","0.0027425289154052734","0.002273082733154297","0.0003805351734627038","0.23844528198242188","0.08431188762187958","0.0818641185760498","0.06271219253540039","0.01960981078445911","0.2389652729034424","0.08476436883211136","0.08217525482177734","0.06311392784118652","0.019626453518867493","0.0008096694946289062","0.00045247553498484194","0.0004639625549316406","0.0002875328063964844","0.00010368420043960214","0.0002484321594238281","0.00009345293074147776","0.00009131431579589844","0.00008034706115722656","0.00001851438355515711","0.0002484321594238281","0.00009345293074147776","0.00009131431579589844","0.00008034706115722656","0.00001851438355515711","0.5446979999542236","0.42705103754997253","0.425565242767334","0.4103081226348877","0.016030922532081604","0.00019931793212890625","0.00003518104495014995","0.00003075599670410156","0.000029325485229492188","0.000017161999494419433","0.00019931793212890625","0.00003518104495014995","0.00003075599670410156","0.000029325485229492188","0.000017161999494419433",""
"pytorch-benchmark-B100-N50-dtypetorch.bfloat16-modescript","finished","-","evolvingfungus","","2023-10-16T19:20:24.000Z","38","","50","torch.bfloat16","pytorch","100","script","0.25140976905822754","0.2378501445055008","0.23781561851501465","0.227689266204834","0.005521147511899471","0.0046923160552978516","0.002562866313382983","0.00251007080078125","0.0021200180053710938","0.00035567220766097307","0.06458163261413574","0.04741930961608887","0.04607057571411133","0.041487932205200195","0.004003321751952171","0.06534743309020996","0.0477493554353714","0.04635500907897949","0.04181718826293945","0.0040237512439489365","0.0007658004760742188","0.0003300475946161896","0.0003027915954589844","0.0002472400665283203","0.00009462713933316992","0.00029850006103515625","0.00009363413118990138","0.00008392333984375","0.00008153915405273438","0.00002334881719434634","0.00029850006103515625","0.00009363413118990138","0.00008392333984375","0.00008153915405273438","0.00002334881719434634","0.24894428253173828","0.23528730869293213","0.23517203330993652","0.2250964641571045","0.005495657213032246","0.0002264976501464844","0.00003589868720155209","0.00003504753112792969","0.000029325485229492188","0.000019847433577524495","0.0002264976501464844","0.00003589868720155209","0.00003504753112792969","0.000029325485229492188","0.000019847433577524495",""
